0,0,0.999985
1,0,0.946463
2,0,0.88236
3,0,0.816311
4,0,0.753894
5,0,0.696824
6,0,0.644863
7,0,0.598532
8,0,0.555688
9,0,0.516421
10,0,0.479402
11,0,0.444545
12,0,0.412109
13,0,0.382601
14,0,0.355329
15,0,0.329703
16,0,0.304587
17,0,0.280542
18,0,0.257937
19,0,0.237151
20,0,0.217808
21,0,0.199642
22,0,0.182347
23,0,0.165341
24,0,0.148403
25,0,0.13211
26,0,0.11681
27,0,0.10308
28,0,0.0901643
29,0,0.0779352
30,0,0.0649324
31,0,0.0510502
32,0,0.0371837
33,0,0.0233636
34,0,0.0096942
35,0,-0.00367684
36,0,-0.015785
37,0,-0.0258623
38,0,-0.0344746
39,0,-0.0413667
40,0,-0.0474568
41,0,-0.052218
42,0,-0.0552936
43,0,-0.0576204
44,0,-0.0593589
45,0,-0.0599222
46,0,-0.0569777
47,0,-0.0521702
48,0,-0.0471636
49,0,-0.0422656
50,0,-0.0379102
51,0,-0.0336155
52,0,-0.0289794
53,0,-0.0250566
54,0,-0.0221155
55,0,-0.0196891
56,0,-0.0169836
57,0,-0.0144393
58,0,-0.0118577
59,0,-0.00908625
60,0,-0.00573656
61,0,-0.00157498
62,0,0.00469762
63,0,0.012749
